started,extinguished,counties,latitude,longitude,acresBurned,precipIntensity,precipIntensityMax,precipProbability,dewPoint,humidity,windSpeed,windGust,windBearing,uvIndex,temperatureMin,temperatureMax,cloudCover,visibility,pressure,wildfireIntensity
2016-07-12T13:14:00Z,2016-07-16T18:30:00Z,Calaveras,38.08056,-120.814,341,0.00012,0.00214,0.01,45.05,0.35,3.322,10.664,290.8,11,57.852,94.934,0.006,8.7638,1012.08,Medium
2016-07-19T17:16:00Z,2016-07-22T18:15:00Z,Lake,39.0863,-122.789,69,0,0,0,45.0675,0.4575,5.1475,15.805,242.75,10,52.58,83.37,0.065,9.66875,1016.725,Low
2016-07-21T16:06:00Z,2016-07-30T14:15:00Z,San Diego,33.393,-117.351,1245,0,2.00E-05,0.004,58.822,0.552,3.814,13.579,227.9,10.6,67.377,91.3,0.118,8.0519,1014.94,Medium
2016-07-30T16:40:00Z,2016-08-09T18:30:00Z,Fresno,37.01591,-119.505,2241,4.55E-05,0.000245,0.025455,45.58182,0.275455,3.197273,11.96909,262.7273,10,70.12364,98.62182,0.137273,7.845455,1009.264,High
2016-08-02T16:36:00Z,2016-08-12T15:00:00Z,Yolo,38.52513,-122.068,5731,0.000145,0.002218,0.026364,52.01182,0.641818,6.420909,13.55545,232.6364,10,52.15727,84.05091,0.068182,9.949091,1010.8,High
2016-08-04T17:10:00Z,2016-08-07T20:15:00Z,Kern,35.24504,-118.603,100,0,0,0,40.915,0.2525,4.7625,17.0525,299.75,11,67.09,91.4375,0.025,9.468,1009.375,Low
2016-08-07T12:18:00Z,2016-08-16T08:00:00Z,San Bernardino,34.28771,-117.273,8110,0,3.00E-05,0.005,43.517,0.357,4.027,14.052,186.9,10.4,62.287,85.971,0.092,9.057,1010.58,High
2016-08-09T13:08:00Z,2016-08-18T19:00:00Z,Fresno,36.09974,-120.511,7050,0,0,0,43.122,0.284,3.779,13.59,140.7,9.9,60.961,96.217,0.092,7.612,1011.95,High
2016-08-11T14:57:00Z,2016-08-16T08:45:00Z,Humboldt,40.4572,-124.058,23,6.67E-05,0.000717,0.036667,52.95333,0.796667,3.59,11.72333,304.8333,9,51.79167,72.045,0.656667,5.2565,1015.467,Low
2016-08-12T17:23:00Z,2016-08-19T08:30:00Z,Humboldt,40.9878,-123.778,21,0,0,0,50.2025,0.80375,2.26875,10.485,270.625,7.375,45.0875,75.22875,0.8425,4.09675,1014.925,Low
2016-08-13T18:03:00Z,2016-08-26T18:00:00Z,Lake,38.89741,-122.607,3929,0,0,0,47.27429,0.366429,3.262143,12.16286,217.8571,9.071429,63.94857,93.05429,0.479286,8.676714,1012.693,High
2016-08-22T16:03:00Z,2016-09-04T06:55:00Z,Humboldt,41.28486,-123.823,599,6.43E-05,0.001007,0.008571,51.51357,0.7,2.442857,11.37357,293.7857,5.214286,51.21429,77.65643,0.771429,5.899214,1016.786,Low
2016-08-24T14:55:00Z,2016-08-30T06:45:00Z,Siskiyou,41.7813,-122.611,710,0,0,0,34.44143,0.251429,3.957143,13.22286,245.1429,8.142857,56.68571,93.79286,0.03,9.919714,1015.971,Medium
2016-08-26T10:10:00Z,2016-08-29T10:30:00Z,Kern,35.2013,-118.721,518,0,0,0,45.765,0.3375,3.6475,10.855,296.5,9.25,65.08,89.98,0.035,9.62325,1012,Medium
2016-08-26T15:30:00Z,2016-08-30T18:40:00Z,Butte,39.79547,-121.717,88,2.00E-05,0.0002,0.002,47.414,0.4,2.45,8.19,172.2,8.4,60.984,88.114,0.15,9.9338,1013.8,Low
2016-08-28T13:07:00Z,2016-08-31T18:50:00Z,Calaveras,38.1874,-120.638,450,0,0,0,47.745,0.475,2.945,10.2025,291.5,9,54.185,88.0475,0.28,9.997,,Medium
2016-08-31T04:10:00Z,2016-09-05T06:55:00Z,Orange,33.6542,-117.522,150,1.67E-05,0.000233,0.006667,58.67667,0.755,3.376667,13.345,226.6667,9,58.84833,80.90167,0.335,8.676833,1010.8,Low
2016-09-03T14:44:00Z,2016-09-06T18:15:00Z,Fresno,36.84479,-119.345,158,0.0008,0.004225,0.605,42.7625,0.4,2.405,12.0525,233,8,54.3675,86.8025,0.085,7.91675,1008.85,Low
2016-09-05T16:28:00Z,2016-09-12T14:51:00Z,Butte,39.6871,-121.571,850,0,0,0,46.06875,0.35875,3.51375,13.66125,148,7.625,63.51875,89.305,0.08375,9.920875,1012.325,Medium
2016-09-10T14:06:00Z,2016-09-15T09:10:00Z,Mendocino,39.7299,-123.504,50,0,0,0,45.82667,0.555,2.626667,11.79833,204.3333,0,47.27167,87.60667,,,,Low
2016-09-11T11:33:00Z,2016-09-22T07:00:00Z,Lassen,40.3915,-120.785,2575,0.000125,0.001742,0.05,25.7125,0.2925,3.145833,15.60583,198.3333,0,42.41833,78.485,,9.736083,,High
2016-09-11T14:15:00Z,2016-09-14T18:00:00Z,Modoc,41.4657,-120.907,380,0,0,0,23.925,0.2675,6.1275,16.635,150.75,7,42.955,76.38,0.09,9.997,1014.475,Medium
2016-09-13T13:55:00Z,2016-09-17T18:00:00Z,Del Norte,37.75972,-120.03,150,0,0,0,38.126,0.43,5.062,14.818,267,8,48.66,76.844,0.072,9.997,,Low
2016-09-16T23:28:00Z,2016-09-19T18:30:00Z,Butte,39.8851,-121.7,30,0,0,0,41.0225,0.3025,2.1675,7.4,208,6.75,58.94,90.36,0.075,9.9075,1014.125,Low
2016-09-17T13:40:00Z,2016-09-20T18:00:00Z,Nevada,39.20427,-121.059,47,0,0,0,40.5825,0.35,0.8375,7.135,224.25,7,57.0975,88.55,0.0375,9.66775,1013.175,Low
2016-09-22T14:20:00Z,2016-09-27T14:00:00Z,Santa Barbara,34.75134,-120.553,215,0,6.67E-05,0.006667,45.675,0.543333,8.045,19.91667,240.8333,7,55.82333,80.70167,0.17,8.722833,1015.7,Low
2016-09-25T10:43:00Z,2016-09-29T17:00:00Z,Sonoma,38.80017,-122.829,1547,0,0,0,40.632,0.326,3.432,12.632,187.8,6.2,59.704,91.012,0.034,9.9402,1013.82,High
2016-09-26T12:20:00Z,2016-10-04T22:00:00Z,Tuolumne,37.79635,-120.325,1080,1.11E-05,0.000133,0.018889,37.61111,0.388889,2.84,11.06556,220,6.222222,52.70444,81.16111,0.14,9.981333,,Medium
2016-09-26T13:23:00Z,2016-10-06T17:15:00Z,Plumas,39.92,-121.32,248,0.002791,0.031318,0.244545,41.73364,0.53,3.154545,11.23455,159.8182,5.181818,50.98818,80.63545,0.277273,9.910273,,Low
2016-10-11T12:58:00Z,2016-10-20T07:00:00Z,Fresno,36.94536,-119.26,2100,0.00197,0.01397,0.185,42.549,0.499,2.932,11.461,187.1,4.6,54.114,74.415,0.464,9.7098,1015.61,High
2016-10-14T01:28:00Z,2016-10-17T11:45:00Z,El Dorado,38.93449,-120.107,176,0.053625,0.16695,0.65,34.175,0.7175,8.8225,27.1775,208.5,4,38.61,51.25,0.63,6.89975,1010.6,Low
2017-12-21T11:16:00Z,2018-01-09T13:49:00Z,Riverside,33.9885,-117.384,45,5.26E-06,3.16E-05,0.002105,28.61526,0.357368,2.578421,7.559474,166.6316,3,47.97526,73.95263,0.145789,9.183684,1019.142,Low
2017-12-28T20:51:00Z,2018-01-09T13:49:00Z,El Dorado,38.86904,-119.619,80,0.0021,0.012962,0.161538,22.11154,0.529231,3.283846,10.12769,177.9231,2,31.01,52.11308,0.273846,9.790077,1022.623,Low
2019-01-01T14:14:00Z,2019-01-15T10:38:00Z,Humboldt,40.61806,-123.676,30,0.01096,0.033533,0.448667,32.48867,0.810667,4.859333,15.892,126.8667,2,32.44733,46.454,0.445333,8.300867,,Low
2019-04-30T12:20:00Z,2019-05-08T08:47:00Z,Butte,39.83958,-121.957,10,0.000733,0.003178,0.032222,44.73,0.527778,4.936667,15.96,166.8889,6.666667,50.37556,79.56111,0.106667,10,1011.767,Low
2019-04-30T18:37:00Z,2019-05-08T08:47:00Z,Kern,35.65189,-118.925,115,0.000878,0.002633,0.067778,43.70333,0.506667,5.374444,13.2,299.5556,7.555556,52.83333,76.61778,0.227778,10,1011.9,Low
2019-05-01T16:46:00Z,2019-05-08T08:47:00Z,Butte,39.85484,-121.905,50,0.000725,0.0024,0.03875,43.59,0.51375,4.93375,14.6275,128,6.625,50.2225,78.8575,0.12125,10,1012.5,Low
2019-05-03T15:04:00Z,2019-05-08T08:48:00Z,Kern,35.03855,-119.195,172,0.001133,0.004733,0.085,42.34333,0.441667,5.321667,11.32833,338,8,54.58333,82.13167,0.136667,10,1012.117,Low
2019-05-10T14:14:00Z,2019-05-24T14:28:00Z,Placer,39.11536,-120.761,65,0.023707,0.09564,0.559333,40.246,0.725333,3.818,14.75467,174.7333,5.866667,42.828,59.49133,0.532667,8.6692,1011.773,Low
2019-05-13T18:46:00Z,2019-05-19T09:26:00Z,San Diego,32.55757,-116.866,22,0.001443,0.006471,0.148571,51.23,0.728571,5.608571,16.03714,278.5714,8.571429,54.12143,67.52,0.434286,9.978,1014.429,Low
2019-05-18T22:53:00Z,2019-05-24T14:23:00Z,Riverside,33.65024,-116.173,130,0.000743,0.002443,0.108571,42.86857,0.407143,10.23714,19.01,297,8,57.66714,81.14714,0.16,10,1008.686,Low
2019-05-20T10:57:00Z,2019-05-24T14:23:00Z,Tehama,39.98097,-122.307,63,0.00424,0.02112,0.428,47.316,0.674,8.816,23.604,225.4,5.6,48.398,70.322,0.348,9.8258,1009.72,Low
2019-05-20T13:50:00Z,2019-05-24T14:23:00Z,Riverside,33.81678,-117.182,26,0.00754,0.02624,0.608,47.86,0.81,5.17,17.644,198.4,5.4,47.852,61.25,0.664,9.6678,1010.98,Low
2019-05-29T17:10:00Z,2019-06-03T08:44:00Z,San Luis Obispo,35.30759,-119.965,835,0.001567,0.007117,0.09,51.87833,0.646667,6.275,14.36333,243.8333,7.833333,51.81167,77.84833,0.161667,9.9355,1011.533,Medium
2019-05-29T17:18:00Z,2019-06-05T15:07:00Z,Fresno,36.66909,-119.305,121,0.000825,0.002488,0.06875,56.18875,0.57125,4.205,8.82875,284.625,8,59.06125,87.345,0.14,10,1010.438,Low
2019-05-30T12:41:00Z,2019-06-03T08:48:00Z,Riverside,33.69078,-114.573,45,0.00072,0.00216,0.036,35.894,0.212,6.692,14.792,189,9,64.686,98.172,0.006,10,1006.82,Low
2019-05-30T16:19:00Z,2019-06-11T14:40:00Z,Santa Clara,37.45899,-121.221,144,0.000831,0.003869,0.040769,49.29231,0.461538,6.746923,14.40615,318.3846,8.846154,61.05385,88.20154,0.117692,10,1011.762,Low
2019-06-01T15:49:00Z,2019-06-11T14:48:00Z,Tulare,36.28001,-119.11,155,0.000891,0.004282,0.051818,54.39909,0.486364,4.880909,10.40273,244.3636,8.909091,61.96455,92.14727,0.104545,10,1011.064,Low
2019-06-02T16:12:00Z,2019-06-11T14:48:00Z,Tulare,36.18479,-118.992,257,0.00083,0.00456,0.051,52.81,0.446,5.069,10.517,238.1,9,63.153,92.335,0.112,10,1011.27,Low
2019-06-03T12:18:00Z,2019-06-11T14:48:00Z,Tulare,36.14246,-118.806,25,0.001244,0.007,0.071111,51.78556,0.463333,4.552222,9.471111,238,9.222222,60.53556,89.19556,0.138889,10,1012.244,Low
2019-06-03T12:18:00Z,2019-06-11T14:48:00Z,Tulare,36.23012,-118.857,33,0.000267,0.002844,0.126667,49.67222,0.441111,3.821111,14.12333,193.6667,9.444444,63.36667,84.34444,0.142222,10,1012.167,Low
2019-06-05T10:49:00Z,2019-06-11T14:49:00Z,San Luis Obispo,35.34376,-119.914,1127,0.000829,0.005614,0.02,46.58571,0.41,7.36,15.78429,147.5714,10,60.91714,87.44571,0.114286,10,1012.7,High
2019-06-06T14:24:00Z,2019-06-11T14:47:00Z,Contra Costa,38.02503,-121.976,23,0.000633,0.0043,0.023333,42.84833,0.38,8.053333,18.37667,200,9.166667,59.97,88.155,0.163333,10,1013.967,Low
2019-06-07T12:59:00Z,2019-06-11T14:50:00Z,Placer,38.75263,-121.393,27,0.00068,0.00524,0.026,45.894,0.414,8.64,16.918,301.8,8.8,58.232,89.362,0.14,10,1014.1,Low
2019-06-07T12:59:00Z,2019-06-17T08:49:00Z,Solano,38.21416,-122.122,24,0.0006,0.003355,0.049091,48.62273,0.530909,8.403636,17.83909,214.4545,8.818182,57.66273,84.53636,0.222727,9.993091,1013.136,Low
2019-06-07T16:55:00Z,2019-06-11T17:14:00Z,Stanislaus,37.25988,-121.094,600,0.0007,0.00534,0.028,41.094,0.33,7.182,17.406,321.8,9,59.474,90.574,0.18,10,1013.94,Medium
2019-06-08T13:07:00Z,2019-06-17T08:34:00Z,Yuba,39.15641,-121.564,70,0.00056,0.00324,0.028,53.734,0.504,6.257,14.148,224.7,8.6,60.144,91.807,0.145,10,1012.64,Low
2019-06-08T14:37:00Z,2019-06-17T08:46:00Z,Napa,38.63047,-122.473,50,0.00059,0.00359,0.026,45.124,0.433,4.558,14.647,275.9,9,58.347,86.28,0.202,10,1013.26,Low
2019-06-08T14:37:00Z,2019-06-17T15:16:00Z,Sutter,39.28926,-121.859,1350,0.00062,0.00365,0.03,53.453,0.499,7.18,16.632,221.7,8.5,59.738,91.88,0.149,10,1012.71,Medium
2019-06-08T14:50:00Z,2019-06-17T10:40:00Z,Yolo,38.88978,-122.239,2512,0.00059,0.00351,0.02,46.934,0.38,7.234,18.349,237.1,8.9,62.53,94.05,0.165,10,1012.75,High
2019-06-10T14:25:00Z,2019-06-24T11:44:00Z,San Diego,33.30267,-116.978,15,0.000653,0.002273,0.051333,55.08867,0.698667,3.574667,12.298,260.1333,9.6,56.826,82.89467,0.327333,9.4564,1012.527,Low
2019-06-10T15:16:00Z,2019-06-17T08:46:00Z,Santa Clara,37.44422,-121.841,35,0.000325,0.00105,0.03625,50.20375,0.5125,4.865,11.23875,202.25,8.875,60.0925,85.595,0.30125,9.938625,1013.313,Low
2019-06-12T12:48:00Z,2019-06-24T10:25:00Z,San Luis Obispo,35.66318,-120.411,1764,0.000554,0.001754,0.026154,53.12923,0.622308,7.023846,16.39846,231.9231,9.461538,54.09077,85.51231,0.148462,9.753308,1012.231,Medium
2019-06-12T17:23:00Z,2019-06-17T08:46:00Z,Monterey,35.97059,-120.882,43,0.00045,0.001683,0.018333,52.96833,0.528333,5.536667,14.31167,244.6667,9.333333,57.59333,91.94333,0.13,9.828833,1012.333,Low
2019-06-14T16:14:00Z,2019-06-17T10:39:00Z,Siskiyou,41.64895,-122.36,17,0.000775,0.0032,0.035,46.1175,0.4175,4.6175,15.4225,326.75,8.5,54.705,89.5325,0.185,10,1012.675,Low
2019-06-15T15:29:00Z,2019-06-24T11:06:00Z,Butte,39.76242,-121.737,17,0.00044,0.00141,0.018,50.443,0.412,5.015,15.482,197.9,9.1,66.455,91.235,0.043,10,1010.19,Low
2019-06-16T20:33:00Z,2019-06-21T14:23:00Z,Siskiyou,41.94622,-122.402,10,0.000467,0.00145,0.013333,43.495,0.456667,7.235,22.48333,334.3333,8.833333,49.40833,83.705,0.103333,10,1015.6,Low
2019-06-17T17:50:00Z,2019-06-24T16:56:00Z,Siskiyou,39.28926,-121.859,207,0.00045,0.001388,0.01875,54.60875,0.5,6.535,16.4225,200.75,9.125,60.58875,95.16375,0.0175,10,1009.975,Low
2019-06-21T13:02:00Z,2019-06-24T11:43:00Z,Riverside,33.91951,-117.104,525,0.00105,0.00365,0.0625,54.285,0.67,5.1025,15.71,270,9.5,56.5675,81.805,0.3125,9.41275,1011.775,Medium
2019-06-21T14:42:00Z,2019-06-24T11:06:00Z,Alameda,37.75427,-121.574,30,0.000275,0.000725,0.0075,47.24,0.435,8.3475,19.635,282.25,9.25,58.045,91.745,0.0125,10,1011.375,Low
2019-06-29T15:09:52Z,2019-07-02T15:51:00Z,Merced,37.31288,-120.242,210,0.00035,0.00155,0.02,45.0025,0.4,7.0025,15.3025,305.5,8.75,55.66,91.85,0.155,10,1014.725,Medium
2019-07-12T13:20:39Z,2019-07-15T17:10:00Z,San Diego,32.56639,-116.753,100,0.000525,0.00175,0.0425,56.6625,0.525,5.08,13.785,288.25,11.25,62.525,92.69,0.0825,9.99825,1011.525,Low
2019-07-12T17:15:31Z,2019-07-17T10:00:00Z,Riverside,33.56938,-116.079,80,0.0004,0.001267,0.031667,41.53667,0.168333,6.051667,14.35833,172.8333,11,82.27167,111.3083,0.051667,10,1007.65,Low
2019-07-13T18:42:22Z,2019-07-16T08:50:00Z,State of Nevada,39.63195,-119.77,1165,0.000375,0.001475,0.01,35.575,0.275,6.9775,23.2875,252.75,11,56.505,87.4875,0.0075,10,1013.025,High
2019-07-17T16:13:41Z,2019-07-20T09:05:00Z,Modoc,41.909,-120.306,128,0.000525,0.001775,0.0375,42.1775,0.45,6.2025,15.58,291.5,10,50.4,81.4025,0.105,10,1012.05,Low
2019-07-28T22:39:05Z,2019-08-05T12:27:00Z,Santa Barbara,34.6657,-119.95,100,0.000311,0.001078,0.011111,49.9,0.428889,4.95,11.00444,259,10.44444,63.30111,86.64556,0.147778,9.814889,1013.389,Low
2019-07-30T13:28:17Z,2019-08-12T08:20:00Z,Monterey,36.00889,-121.467,280,0.00055,0.00185,0.043571,50.90929,0.615,4.424286,9.294286,304.2857,9.357143,58.30071,72.70643,0.201429,9.944357,1014.179,Low
2019-08-03T03:16:00Z,2019-08-06T18:42:00Z,Contra Costa,37.90836,-121.873,757,2.50E-05,0.0001,0.0025,53.4925,0.53,6.8475,17.07,265,9.25,57.8525,90.6,0.1625,9.95775,1014.1,High
2019-08-08T14:55:59Z,2019-08-11T10:28:00Z,Lake,38.99174,-122.775,20,0.0008,0.00405,0.12,49.5,0.58,7.075,15.145,279,8.75,58.6175,74.3275,0.1925,10,1013.125,Low
2019-08-08T18:42:41Z,2019-08-11T11:35:00Z,Lassen,40.9438,-120.275,1020,0.001375,0.00595,0.2275,35.7525,0.36,7.9075,22.2275,234,8.25,53.1975,78.36,0.205,10,1012.775,High
2019-08-09T23:08:25Z,2019-08-18T16:33:00Z,State of Oregon,42.033,-122.175,1301,0.00231,0.01327,0.179,45.323,0.524,4.858,14.021,274.8,8.4,50.681,82.079,0.16,9.969,1015.81,Medium
2019-08-12T17:10:00Z,2019-08-17T18:15:00Z,Mendocino,39.00526,-123.195,225,0.000483,0.002217,0.013333,53.24167,0.496667,5.208333,15.02333,299.5,9.5,60.53,91.18,0.04,10,1014.183,Low
2019-08-22T11:02:09Z,2019-08-26T17:00:00Z,Shasta,40.71556,-122.242,600,0.00018,0.00064,0.004,51.616,0.366,4.18,13.16,209.8,8.6,69.036,98.166,0.142,10,1010.1,Medium
2019-08-24T16:33:58Z,2019-08-27T10:44:00Z,Lassen,40.562,-120.544,131,0.000475,0.001575,0.0325,39.655,0.355,6.4325,13.4525,149.75,9.5,55.5475,86.6225,0.0575,10,1012.875,Low
2019-08-24T17:25:04Z,2019-08-27T09:01:00Z,Lassen,39.89222,-120.03,2438,0.000475,0.001675,0.025,42.2775,0.37,6.23,14.145,153.75,9.75,55.62,91.56,0.06,10,1012.575,High
2019-08-25T16:15:15Z,2019-08-28T08:54:00Z,Mexico,32.55755,-116.874,25,0.0005,0.0017,0.0475,55.065,0.4775,4.74,12.885,273.5,9.75,68.3675,88.7075,0.15,9.99425,1011.6,Low
2019-08-28T19:48:14Z,2019-09-04T16:22:00Z,Lassen,40.593,-120.581,3380,0.000588,0.002225,0.035,36.9875,0.34625,6.10625,16.1275,239.875,8.875,53.8025,86.585,0.03,10,1014.025,High
2019-09-01T17:37:43Z,2019-09-05T08:14:00Z,Ventura,34.71011,-119.355,279,0.00208,0.0224,0.122,48.534,0.382,4.246,13.144,186.2,9.4,63.242,91.888,0.094,10,1012.96,Medium
2019-09-02T20:27:29Z,2019-09-06T08:00:00Z,San Bernardino,34.35367,-117.344,15,0.00186,0.0079,0.136,52.462,0.39,5.37,17.412,188.8,9.6,71.384,91.564,0.108,10,1012.2,Low
2019-09-03T14:57:31Z,2019-09-06T07:24:00Z,El Dorado,38.89892,-120.947,85,0.000875,0.004225,0.055,49.6775,0.37,3.525,10.975,204,9,68.33,92.9525,0.01,10,1012.4,Low
2019-09-03T15:36:45Z,2019-09-06T19:48:00Z,Santa Cruz,37.17835,-122.077,10,0.0008,0.00275,0.085,50.83,0.5075,3.1925,8.8725,324.75,9,62.615,81.185,0.145,9.95425,1013.925,Low
2019-09-04T16:43:36Z,2019-09-14T19:00:00Z,Riverside,33.52847,-117.273,1926,0.0008,0.004864,0.070909,56.81636,0.580909,4.640909,16.70818,218.3636,9.272727,64.78364,87.64091,0.128182,9.974818,1012.236,High
2019-09-05T09:25:00Z,2019-09-18T12:17:00Z,Trinity,40.0623,-123.222,244,0.001964,0.014571,0.176429,43.94214,0.558571,4.853571,11.40714,247.2857,7.142857,51.83143,74.17571,0.175,9.820357,1014.993,Low
2019-09-05T13:19:56Z,2019-09-13T19:00:00Z,Tehama,40.12,-122.64,8838,0.000867,0.0031,0.073333,45.12556,0.411111,5.396667,13.19889,239.5556,7.111111,60.54778,85.64778,0.128889,10,1013.789,High
2019-09-06T11:34:27Z,2019-09-13T07:19:00Z,Modoc,41.748,-121.056,5737,0.00125,0.003238,0.1525,36.905,0.4975,6.5075,14.6625,239.75,7.125,45.10625,74.735,0.23,10,1016.163,High
2019-09-06T13:20:00Z,2019-09-11T18:30:00Z,Lassen,44.734,-120.606,260,0.003133,0.013467,0.408333,47.52833,0.618333,6.198333,16.495,241.6667,6.333333,53.87833,74.27333,0.345,9.989167,1013.717,Low
2019-09-06T15:18:52Z,2019-09-12T18:49:00Z,Butte,39.47033,-121.412,58,0.000857,0.003429,0.074286,48.82714,0.504286,3.374286,11.42429,203.4286,7.285714,58.19571,79.53571,0.104286,10,1013.614,Low
2019-09-07T08:47:46Z,2019-09-26T08:00:00Z,Siskiyou,41.49297,-123.213,227,0.005211,0.027426,0.29,46.37053,0.644211,4.587368,12.18053,165.8421,6.157895,49.50053,73.25,0.299474,9.559316,1016.426,Low
2019-09-07T08:49:58Z,2019-09-12T10:08:00Z,Trinity,41.15039,-122.634,280,0.0014,0.005367,0.158333,41.395,0.516667,4.531667,10.07,212,6.833333,50.24667,75.225,0.25,10,1015.65,Low
2019-09-07T15:06:00Z,2019-09-13T19:00:00Z,Butte,39.45296,-121.413,496,0.000586,0.002386,0.054286,48.28714,0.482857,3.422857,11.07,223.5714,7,58.19,81.22143,0.087143,10,1014.086,Medium
2019-09-07T18:19:16Z,2019-09-10T19:27:00Z,Siskiyou,41.51292,-122.74,15,0.001225,0.00515,0.1125,38.7975,0.5225,4.2975,11.335,281,7,48.495,71.505,0.2775,10,1015.525,Low
2019-09-09T17:42:43Z,2019-09-14T08:00:00Z,Santa Barbara,34.63092,-120.187,200,0.000583,0.004167,0.031667,52.83833,0.601667,8.15,18.40167,278.8333,8.666667,57.35333,83.30167,0.1,9.852667,1013.183,Low
2019-09-15T20:13:05Z,2019-09-22T18:00:00Z,Riverside,33.635,-116.801,167,0.000575,0.001937,0.04,35.82875,0.32875,4.62,14.705,240.625,8.625,58.67625,81.95875,0.14125,9.99325,1011.625,Low
2019-09-21T11:49:00Z,2019-09-24T18:00:00Z,Santa Clara,37.46774,-121.843,128,0.000475,0.00135,0.03,47.0875,0.5,4.76,13.425,318.25,6.75,58.4675,78.885,0.0525,10,1013.45,Low
2019-09-21T14:26:00Z,2019-09-27T18:00:00Z,San Luis Obispo,35.21436,-120.456,220,0.000743,0.002186,0.022857,48.8,0.497143,5.835714,12.52571,120,8,59.36286,84.92714,0.075714,9.872429,1011.714,Low
2019-10-10T14:18:17Z,2019-10-13T07:30:00Z,Riverside,33.97541,-117.207,350,0.000375,0.0013,0.0125,22.4125,0.27,4.7,15.3825,152.5,6.25,56.4,79.105,0.045,10,1011.525,Medium
2019-10-13T14:45:37Z,2019-10-16T13:44:00Z,Lassen,40.38777,-120.304,55,0.0005,0.00185,0.0225,16.65,0.315,3.9275,8.9575,234.5,4.75,30.29,70.485,0.1475,10,1015.45,Low
2019-10-17T16:31:00Z,2019-10-21T06:00:00Z,Santa Barbara,34.48472,-120.191,420,0.0005,0.00162,0.022,44.216,0.474,13.182,33.344,336.4,5.8,57.59,77.204,0.134,10,1012.96,Medium
2019-10-21T11:52:52Z,2019-10-31T14:16:00Z,Los Angeles,34.05577,-118.554,42,0.000309,0.000918,0.019091,33.20545,0.299091,4.173636,13.07545,234.5455,5.272727,63.56364,79.63909,0.053636,10,1013.418,Low
2019-10-24T20:15:36Z,2019-10-27T12:11:00Z,San Mateo,37.16667,-122.361,62,0.000575,0.001725,0.045,46.1475,0.52,6.4825,13.0225,188,4.75,58.655,72.855,0.0625,10,1014.525,Low
2019-10-24T23:16:18Z,2019-10-27T13:55:00Z,Alameda,37.62782,-121.686,35,0.000225,0.00075,0.005,30.545,0.225,5.105,14.03,172.5,5,62.68,81.995,0.0175,10,1014.725,Low
2019-10-25T10:52:04Z,2019-10-28T19:31:00Z,San Diego,33.05512,-116.743,97,0.000525,0.0025,0.02,19.9575,0.2075,10.17,27.285,155,5.5,61.3575,77.275,0.0725,9.952,1011.85,Low
2019-10-27T14:54:40Z,2019-11-03T18:52:00Z,Mendocino,39.22431,-123.129,703,0.0004,0.0013,0.0925,18.39,0.26,4.0375,11.76375,209.5,4.125,42.34,69.96625,0.01,10,1017.113,Medium
2019-10-28T06:46:55Z,2019-11-05T17:30:00Z,Los Angeles,34.09819,-118.479,745,0.000489,0.001367,0.027778,20.49778,0.258889,4.912222,12.09222,266.2222,4.888889,55.45444,73.63778,0.074444,10,1015.244,Medium
2019-10-30T07:45:14Z,2019-11-02T18:57:00Z,Ventura,34.28218,-118.803,1806,0,0,0,1.4625,0.135,9.1975,22.3975,87.25,5,53.0975,74.105,0.02,10,1017.625,High
2019-10-30T11:19:00Z,2019-11-02T18:44:00Z,Riverside,34.01778,-117.463,494,0.00035,0.001125,0.01,0.915,0.1275,6.345,16.6675,108.5,5,48.0375,77.3875,0.005,10,1017.575,Medium
2019-10-31T06:22:34Z,2019-11-03T16:15:00Z,Riverside,33.98597,-117.414,328,5.00E-05,0.000175,0.01,-0.9875,0.085,6.0175,14.1825,61.5,5,49.595,82.0375,0.0175,10,1018.525,Medium
2019-10-31T06:53:47Z,2019-11-05T09:03:00Z,San Bernardino,34.183,-117.285,200,0.00015,0.000433,0.006667,1.841667,0.103333,4.723333,14.285,347.5,5,45.57667,75.57333,0.021667,10,1018.083,Low
2019-10-31T20:58:28Z,2019-11-06T18:00:00Z,Ventura,34.30221,-118.997,9999,0.000543,0.001557,0.011429,13.73286,0.19,7.668571,20.55,90.57143,5,55.46286,77.30286,0.02,10,1016.8,High
2019-11-03T14:16:17Z,2019-11-14T18:02:00Z,Tehama,40.03638,-122.638,2534,0.000483,0.001442,0.008333,30.43667,0.3175,4.5425,8.671667,308.1667,3.5,50.07667,76.925,0.246667,10,1017.483,High
